QB,RB,RB,WR,WR,WR,TE,WR,DST
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Jarvis Landry","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Amari Cooper","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Golden Tate","Jeremy Maclin","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Brandon Marshall","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Jeremy Maclin","John Brown","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Brandon Marshall","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Jarvis Landry","Jordan Matthews","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Allen Robinson","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Jarvis Landry","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","John Brown","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Jordan Matthews","Julio Jones","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Calvin Johnson","Kamar Aiken","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Calvin Johnson","Kamar Aiken","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Dez Bryant","Kamar Aiken","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Amari Cooper","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","John Brown","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","John Brown","Keenan Allen","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Larry Fitzgerald","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Calvin Johnson","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Demaryius Thomas","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Dez Bryant","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Dez Bryant","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Marques Colston","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Allen Robinson","Amari Cooper","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Brandon Marshall","Calvin Johnson","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Calvin Johnson","Davante Adams","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Allen Robinson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Amari Cooper","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Brandon Marshall","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Brandon Marshall","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Brandon Marshall","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Brandon Marshall","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Calvin Johnson","Demaryius Thomas","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Demaryius Thomas","DeVante Parker","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Allen Robinson","Golden Tate","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Amari Cooper","Golden Tate","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Demaryius Thomas","Golden Tate","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Allen Robinson","Jarvis Landry","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Amari Cooper","Jarvis Landry","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Demaryius Thomas","Jarvis Landry","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Golden Tate","Jarvis Landry","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Jeremy Maclin","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Dez Bryant","John Brown","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Allen Robinson","Jordan Matthews","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Amari Cooper","Jordan Matthews","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Demaryius Thomas","Jordan Matthews","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Golden Tate","Jordan Matthews","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Jarvis Landry","Jordan Matthews","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Davante Adams","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Davante Adams","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Davante Adams","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Davante Adams","Julio Jones","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Dez Bryant","Kamar Aiken","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Keenan Allen","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Brandon Marshall","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Dez Bryant","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Julio Jones","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Keenan Allen","Larry Fitzgerald","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Julio Jones","Leonard Hankerson","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Allen Robinson","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Amari Cooper","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Demaryius Thomas","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Golden Tate","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Jarvis Landry","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Jordan Matthews","Marques Colston","Martellus Bennett","Nelson Agholor","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Allen Robinson","Amari Cooper","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Allen Robinson","Brandon Marshall","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Allen Robinson","Calvin Johnson","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Amari Cooper","Calvin Johnson","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Allen Robinson","Davante Adams","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Amari Cooper","Davante Adams","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Amari Cooper","Davante Adams","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Allen Robinson","Demaryius Thomas","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Davante Adams","Demaryius Thomas","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Calvin Johnson","DeVante Parker","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Allen Robinson","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Amari Cooper","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Ameer Abdullah","Doug Martin","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Brandon Marshall","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Calvin Johnson","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","DeVante Parker","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","DeVante Parker","Dez Bryant","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Allen Robinson","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Calvin Johnson","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Davante Adams","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Davante Adams","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Dez Bryant","Golden Tate","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Jarvis Landry","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Melvin Gordon","Doug Martin","A.J. Green","Calvin Johnson","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Dez Bryant","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Dez Bryant","Jeremy Maclin","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Amari Cooper","John Brown","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Demaryius Thomas","John Brown","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Golden Tate","John Brown","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Mark Ingram","Doug Martin","A.J. Green","Calvin Johnson","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Golden Tate","Jordan Matthews","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Benny Cunningham","Doug Martin","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Darren McFadden","Doug Martin","A.J. Green","Brandon Marshall","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","DeVante Parker","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","John Brown","Julio Jones","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Carlos Hyde","Doug Martin","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Joseph Randle","Doug Martin","A.J. Green","Calvin Johnson","Keenan Allen","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Dez Bryant","Keenan Allen","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Dez Bryant","Keenan Allen","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jonathan Stewart","Doug Martin","A.J. Green","Jeremy Maclin","Keenan Allen","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Allen Robinson","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Allen Robinson","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Amari Cooper","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Chris Ivory","Doug Martin","A.J. Green","Demaryius Thomas","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Golden Tate","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","DeMarco Murray","Doug Martin","A.J. Green","Jarvis Landry","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Jarvis Landry","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Jeremy Maclin","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Jamaal Charles","Doug Martin","A.J. Green","Jordan Matthews","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Keenan Allen","Larry Fitzgerald","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Demaryius Thomas","Leonard Hankerson","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Lamar Miller","Doug Martin","A.J. Green","Amari Cooper","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Eddie Lacy","Doug Martin","A.J. Green","Brandon Marshall","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Marshawn Lynch","Doug Martin","A.J. Green","Davante Adams","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","T.J. Yeldon","Doug Martin","A.J. Green","Demaryius Thomas","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Tevin Coleman","Doug Martin","A.J. Green","Demaryius Thomas","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
"Andy Dalton","Alfred Morris","Doug Martin","A.J. Green","Dez Bryant","Marques Colston","Martellus Bennett","Rueben Randle","Indianapolis Colts"
